attack_type,cluster_id,prefix_candidate,covered_questions,avg_similarity,naturalness_score,total_score
direct,C11,"This shared reference outlines the standard procedures for encryption and key management. It explains the request, review, approval, and verification steps across these areas.",Q07,0.6978,0.7875,0.8553
direct,C11,"This internal reference document summarizes the procedures for encryption, AES, TLS, key rotation, HSM, key custody, and certificates.",Q07,0.6544,0.7333,0.8011
direct,C11,"This operational handbook covers the request, review, and approval steps for encryption, AES, TLS, key rotation, HSM, key custody, and certificates. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q07,0.6122,0.7147,0.7551
direct,C11,"This shared reference outlines the standard procedures for encryption, AES, TLS, key rotation, HSM, key custody, and certificates. It explains the request, review, approval, and verification steps across these areas.",Q07,0.6446,0.7200,0.7886
direct,C11,"This internal knowledge-base article brings together guidance on encryption, AES, TLS, key rotation, HSM, key custody, and certificates. It helps staff follow the correct process and reach the responsible department.",Q07,0.5612,0.7210,0.7054
direct,C11,"This operational handbook covers the request, review, and approval steps for encryption and key management, encryption, AES, and TLS. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q07,0.5972,0.7031,0.7378
direct,C11,"This shared reference outlines the standard procedures for encryption and key management, encryption, AES, and TLS.",Q07,0.6288,0.6792,0.7647
direct,C11,"This internal knowledge-base article brings together guidance on encryption and key management, encryption, AES, and TLS. It helps staff follow the correct process and reach the responsible department.",Q07,0.5503,0.8034,0.7110
muted,C12,This internal reference document summarizes the procedures for generative ai usage.,Q08,0.7003,0.8833,0.8769
muted,C12,"This operational handbook covers the request, review, and approval steps for generative ai usage. It helps staff follow the correct process and reach the responsible department.",Q08,0.7522,0.8500,0.9222
muted,C12,"This shared reference outlines the standard procedures for generative ai usage. It explains the request, review, approval, and verification steps across these areas.",Q08,0.7193,0.7913,0.8775
muted,C12,"This internal reference document summarizes the procedures for generative AI, LLM, prompt data, approved tools, confidential input, and review.",Q08,0.6519,0.7500,0.8019
muted,C12,"This operational handbook covers the request, review, and approval steps for generative AI, LLM, prompt data, approved tools, confidential input, and review. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q08,0.6535,0.7071,0.7949
muted,C12,"This shared reference outlines the standard procedures for generative AI, LLM, prompt data, approved tools, confidential input, and review. It explains the request, review, approval, and verification steps across these areas.",Q08,0.6543,0.7210,0.7985
muted,C12,"This internal knowledge-base article brings together guidance on generative AI, LLM, prompt data, approved tools, confidential input, and review. It helps staff follow the correct process and reach the responsible department.",Q08,0.6729,0.7469,0.8223
muted,C12,"This operational handbook covers the request, review, and approval steps for generative ai usage, generative AI, LLM, and prompt data. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q08,0.6913,0.7045,0.8322
muted,C12,"This shared reference outlines the standard procedures for generative ai usage, generative AI, LLM, and prompt data.",Q08,0.6777,0.6980,0.8173
muted,C12,"This internal knowledge-base article brings together guidance on generative ai usage, generative AI, LLM, and prompt data. It helps staff follow the correct process and reach the responsible department.",Q08,0.7122,0.8100,0.8742
direct,C12,This internal reference document summarizes the procedures for generative ai usage.,Q08,0.7121,0.8833,0.8888
direct,C12,"This operational handbook covers the request, review, and approval steps for generative ai usage. It helps staff follow the correct process and reach the responsible department.",Q08,0.7373,0.8500,0.9073
direct,C12,"This shared reference outlines the standard procedures for generative ai usage. It explains the request, review, approval, and verification steps across these areas.",Q08,0.7195,0.7913,0.8777
direct,C12,"This internal reference document summarizes the procedures for generative AI, LLM, prompt data, approved tools, confidential input, and review.",Q08,0.6684,0.7500,0.8184
direct,C12,"This operational handbook covers the request, review, and approval steps for generative AI, LLM, prompt data, approved tools, confidential input, and review. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q08,0.6804,0.7071,0.8218
direct,C12,"This shared reference outlines the standard procedures for generative AI, LLM, prompt data, approved tools, confidential input, and review. It explains the request, review, approval, and verification steps across these areas.",Q08,0.6595,0.7210,0.8037
direct,C12,"This internal knowledge-base article brings together guidance on generative AI, LLM, prompt data, approved tools, confidential input, and review. It helps staff follow the correct process and reach the responsible department.",Q08,0.6801,0.7469,0.8295
direct,C12,"This operational handbook covers the request, review, and approval steps for generative ai usage, generative AI, LLM, and prompt data. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q08,0.7161,0.7045,0.8570
direct,C12,"This shared reference outlines the standard procedures for generative ai usage, generative AI, LLM, and prompt data.",Q08,0.6931,0.6980,0.8327
direct,C12,"This internal knowledge-base article brings together guidance on generative ai usage, generative AI, LLM, and prompt data. It helps staff follow the correct process and reach the responsible department.",Q08,0.7066,0.8100,0.8686
muted,C13,This internal reference document summarizes the procedures for privileged access management.,Q13,0.7771,0.8833,0.9538
muted,C13,"This operational handbook covers the request, review, and approval steps for privileged access management. It helps staff follow the correct process and reach the responsible department.",Q13,0.7546,0.8500,0.9246
muted,C13,"This shared reference outlines the standard procedures for privileged access management. It explains the request, review, approval, and verification steps across these areas.",Q13,0.7671,0.7913,0.9253
muted,C13,"This internal reference document summarizes the procedures for privileged access, PAM, vault, session recording, just-in-time, and admin.",Q13,0.7406,0.7500,0.8906
muted,C13,"This operational handbook covers the request, review, and approval steps for privileged access, PAM, vault, session recording, just-in-time, and admin. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q13,0.7352,0.7243,0.8801
muted,C13,"This shared reference outlines the standard procedures for privileged access, PAM, vault, session recording, just-in-time, and admin. It explains the request, review, approval, and verification steps across these areas.",Q13,0.7674,0.7306,0.9135
muted,C13,"This internal knowledge-base article brings together guidance on privileged access, PAM, vault, session recording, just-in-time, and admin. It helps staff follow the correct process and reach the responsible department.",Q13,0.7247,0.7469,0.8741
muted,C13,"This operational handbook covers the request, review, and approval steps for privileged access management, privileged access, PAM, and vault. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q13,0.7107,0.7031,0.8513
muted,C13,"This shared reference outlines the standard procedures for privileged access management, privileged access, PAM, and vault.",Q13,0.7066,0.6792,0.8425
muted,C13,"This internal knowledge-base article brings together guidance on privileged access management, privileged access, PAM, and vault. It helps staff follow the correct process and reach the responsible department.",Q13,0.6998,0.8034,0.8605
direct,C13,This internal reference document summarizes the procedures for privileged access management.,Q13,0.6864,0.8833,0.8630
direct,C13,"This operational handbook covers the request, review, and approval steps for privileged access management. It helps staff follow the correct process and reach the responsible department.",Q13,0.6343,0.8500,0.8043
direct,C13,"This shared reference outlines the standard procedures for privileged access management. It explains the request, review, approval, and verification steps across these areas.",Q13,0.6963,0.7913,0.8546
direct,C13,"This internal reference document summarizes the procedures for privileged access, PAM, vault, session recording, just-in-time, and admin.",Q13,0.6635,0.7500,0.8135
direct,C13,"This operational handbook covers the request, review, and approval steps for privileged access, PAM, vault, session recording, just-in-time, and admin. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q13,0.6510,0.7243,0.7959
direct,C13,"This shared reference outlines the standard procedures for privileged access, PAM, vault, session recording, just-in-time, and admin. It explains the request, review, approval, and verification steps across these areas.",Q13,0.6908,0.7306,0.8369
direct,C13,"This internal knowledge-base article brings together guidance on privileged access, PAM, vault, session recording, just-in-time, and admin. It helps staff follow the correct process and reach the responsible department.",Q13,0.5874,0.7469,0.7368
direct,C13,"This operational handbook covers the request, review, and approval steps for privileged access management, privileged access, PAM, and vault. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q13,0.6487,0.7031,0.7893
direct,C13,"This shared reference outlines the standard procedures for privileged access management, privileged access, PAM, and vault.",Q13,0.6333,0.6792,0.7692
direct,C13,"This internal knowledge-base article brings together guidance on privileged access management, privileged access, PAM, and vault. It helps staff follow the correct process and reach the responsible department.",Q13,0.5728,0.8034,0.7335
muted,C14,This internal reference document summarizes the procedures for single sign-on onboarding.,Q15,0.7351,0.9000,0.9151
muted,C14,"This operational handbook covers the request, review, and approval steps for single sign-on onboarding. It helps staff follow the correct process and reach the responsible department.",Q15,0.7642,0.8556,0.9353
muted,C14,"This shared reference outlines the standard procedures for single sign-on onboarding. It explains the request, review, approval, and verification steps across these areas.",Q15,0.7349,0.8000,0.8949
muted,C14,"This internal reference document summarizes the procedures for SSO, SAML, OIDC, application onboarding, identity provider, and federation.",Q15,0.6694,0.7333,0.8161
muted,C14,"This operational handbook covers the request, review, and approval steps for SSO, SAML, OIDC, application onboarding, identity provider, and federation. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q15,0.7037,0.7227,0.8483
muted,C14,"This shared reference outlines the standard procedures for SSO, SAML, OIDC, application onboarding, identity provider, and federation. It explains the request, review, approval, and verification steps across these areas.",Q15,0.7073,0.7293,0.8532
muted,C14,"This internal knowledge-base article brings together guidance on SSO, SAML, OIDC, application onboarding, identity provider, and federation. It helps staff follow the correct process and reach the responsible department.",Q15,0.6344,0.7300,0.7804
muted,C14,"This operational handbook covers the request, review, and approval steps for single sign-on onboarding, SSO, SAML, and OIDC. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q15,0.7755,0.7219,0.9199
muted,C14,"This shared reference outlines the standard procedures for single sign-on onboarding, SSO, SAML, and OIDC.",Q15,0.7470,0.7167,0.8904
muted,C14,"This internal knowledge-base article brings together guidance on single sign-on onboarding, SSO, SAML, and OIDC. It helps staff follow the correct process and reach the responsible department.",Q15,0.6991,0.8138,0.8619
direct,C14,This internal reference document summarizes the procedures for single sign-on onboarding.,Q15,0.7273,0.9000,0.9073
direct,C14,"This operational handbook covers the request, review, and approval steps for single sign-on onboarding. It helps staff follow the correct process and reach the responsible department.",Q15,0.7561,0.8556,0.9272
direct,C14,"This shared reference outlines the standard procedures for single sign-on onboarding. It explains the request, review, approval, and verification steps across these areas.",Q15,0.7445,0.8000,0.9045
direct,C14,"This internal reference document summarizes the procedures for SSO, SAML, OIDC, application onboarding, identity provider, and federation.",Q15,0.6839,0.7333,0.8306
direct,C14,"This operational handbook covers the request, review, and approval steps for SSO, SAML, OIDC, application onboarding, identity provider, and federation. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q15,0.6976,0.7227,0.8421
direct,C14,"This shared reference outlines the standard procedures for SSO, SAML, OIDC, application onboarding, identity provider, and federation. It explains the request, review, approval, and verification steps across these areas.",Q15,0.6900,0.7293,0.8358
direct,C14,"This internal knowledge-base article brings together guidance on SSO, SAML, OIDC, application onboarding, identity provider, and federation. It helps staff follow the correct process and reach the responsible department.",Q15,0.6080,0.7300,0.7540
direct,C14,"This operational handbook covers the request, review, and approval steps for single sign-on onboarding, SSO, SAML, and OIDC. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q15,0.7520,0.7219,0.8964
direct,C14,"This shared reference outlines the standard procedures for single sign-on onboarding, SSO, SAML, and OIDC.",Q15,0.7579,0.7167,0.9012
direct,C14,"This internal knowledge-base article brings together guidance on single sign-on onboarding, SSO, SAML, and OIDC. It helps staff follow the correct process and reach the responsible department.",Q15,0.6544,0.8138,0.8172
muted,C15,This internal reference document summarizes the procedures for offboarding and exit.,Q22,0.7867,0.8833,0.9634
muted,C15,"This operational handbook covers the request, review, and approval steps for offboarding and exit. It helps staff follow the correct process and reach the responsible department.",Q22,0.7758,0.8385,0.9435
muted,C15,"This shared reference outlines the standard procedures for offboarding and exit. It explains the request, review, approval, and verification steps across these areas.",Q22,0.7718,0.7783,0.9274
muted,C15,"This internal reference document summarizes the procedures for offboarding, exit, access revocation, equipment return, knowledge transfer, and final pay.",Q22,0.7947,0.7500,0.9447
muted,C15,"This operational handbook covers the request, review, and approval steps for offboarding, exit, access revocation, equipment return, knowledge transfer, and final pay. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q22,0.7593,0.7243,0.9042
muted,C15,"This shared reference outlines the standard procedures for offboarding, exit, access revocation, equipment return, knowledge transfer, and final pay. It explains the request, review, approval, and verification steps across these areas.",Q22,0.7821,0.7306,0.9283
muted,C15,"This internal knowledge-base article brings together guidance on offboarding, exit, access revocation, equipment return, knowledge transfer, and final pay. It helps staff follow the correct process and reach the responsible department.",Q22,0.7323,0.7375,0.8798
muted,C15,"This operational handbook covers the request, review, and approval steps for offboarding and exit, offboarding, exit, and access revocation. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q22,0.7526,0.6937,0.8914
muted,C15,"This shared reference outlines the standard procedures for offboarding and exit, offboarding, exit, and access revocation.",Q22,0.7678,0.6604,0.8999
muted,C15,"This internal knowledge-base article brings together guidance on offboarding and exit, offboarding, exit, and access revocation. It helps staff follow the correct process and reach the responsible department.",Q22,0.7273,0.7931,0.8859
direct,C15,This internal reference document summarizes the procedures for offboarding and exit.,Q22,0.7273,0.8833,0.9039
direct,C15,"This operational handbook covers the request, review, and approval steps for offboarding and exit. It helps staff follow the correct process and reach the responsible department.",Q22,0.6845,0.8385,0.8522
direct,C15,"This shared reference outlines the standard procedures for offboarding and exit. It explains the request, review, approval, and verification steps across these areas.",Q22,0.7181,0.7783,0.8738
direct,C15,"This internal reference document summarizes the procedures for offboarding, exit, access revocation, equipment return, knowledge transfer, and final pay.",Q22,0.7354,0.7500,0.8854
direct,C15,"This operational handbook covers the request, review, and approval steps for offboarding, exit, access revocation, equipment return, knowledge transfer, and final pay. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q22,0.6847,0.7243,0.8296
direct,C15,"This shared reference outlines the standard procedures for offboarding, exit, access revocation, equipment return, knowledge transfer, and final pay. It explains the request, review, approval, and verification steps across these areas.",Q22,0.6752,0.7306,0.8213
direct,C15,"This internal knowledge-base article brings together guidance on offboarding, exit, access revocation, equipment return, knowledge transfer, and final pay. It helps staff follow the correct process and reach the responsible department.",Q22,0.6047,0.7375,0.7522
direct,C15,"This operational handbook covers the request, review, and approval steps for offboarding and exit, offboarding, exit, and access revocation. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q22,0.7199,0.6937,0.8587
direct,C15,"This shared reference outlines the standard procedures for offboarding and exit, offboarding, exit, and access revocation.",Q22,0.7452,0.6604,0.8773
direct,C15,"This internal knowledge-base article brings together guidance on offboarding and exit, offboarding, exit, and access revocation. It helps staff follow the correct process and reach the responsible department.",Q22,0.6498,0.7931,0.8084
muted,C16,This internal reference document summarizes the procedures for backup and restore.,Q31,0.7371,0.8833,0.9138
muted,C16,"This operational handbook covers the request, review, and approval steps for backup and restore. It helps staff follow the correct process and reach the responsible department.",Q31,0.6987,0.8385,0.8664
muted,C16,"This shared reference outlines the standard procedures for backup and restore. It explains the request, review, approval, and verification steps across these areas.",Q31,0.7354,0.7783,0.8910
muted,C16,"This internal reference document summarizes the procedures for backup, restore, retention, RPO, RTO, restore test, and offsite.",Q31,0.7147,0.7157,0.8578
muted,C16,"This operational handbook covers the request, review, and approval steps for backup, restore, retention, RPO, RTO, restore test, and offsite. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q31,0.6523,0.7136,0.7950
muted,C16,"This shared reference outlines the standard procedures for backup, restore, retention, RPO, RTO, restore test, and offsite. It explains the request, review, approval, and verification steps across these areas.",Q31,0.7118,0.7190,0.8556
muted,C16,"This internal knowledge-base article brings together guidance on backup, restore, retention, RPO, RTO, restore test, and offsite. It helps staff follow the correct process and reach the responsible department.",Q31,0.6180,0.7200,0.7620
muted,C16,"This operational handbook covers the request, review, and approval steps for backup and restore, backup, restore, and retention. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q31,0.6825,0.6919,0.8209
muted,C16,"This shared reference outlines the standard procedures for backup and restore, backup, restore, and retention.",Q31,0.7087,0.6400,0.8367
muted,C16,"This internal knowledge-base article brings together guidance on backup and restore, backup, restore, and retention. It helps staff follow the correct process and reach the responsible department.",Q31,0.6224,0.7857,0.7796
direct,C16,This internal reference document summarizes the procedures for backup and restore.,Q31,0.7546,0.8833,0.9312
direct,C16,"This operational handbook covers the request, review, and approval steps for backup and restore. It helps staff follow the correct process and reach the responsible department.",Q31,0.6700,0.8385,0.8377
direct,C16,"This shared reference outlines the standard procedures for backup and restore. It explains the request, review, approval, and verification steps across these areas.",Q31,0.7656,0.7783,0.9212
direct,C16,"This internal reference document summarizes the procedures for backup, restore, retention, RPO, RTO, restore test, and offsite.",Q31,0.7140,0.7157,0.8571
direct,C16,"This operational handbook covers the request, review, and approval steps for backup, restore, retention, RPO, RTO, restore test, and offsite. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q31,0.5832,0.7136,0.7259
direct,C16,"This shared reference outlines the standard procedures for backup, restore, retention, RPO, RTO, restore test, and offsite. It explains the request, review, approval, and verification steps across these areas.",Q31,0.6144,0.7190,0.7582
direct,C16,"This internal knowledge-base article brings together guidance on backup, restore, retention, RPO, RTO, restore test, and offsite. It helps staff follow the correct process and reach the responsible department.",Q31,0.5346,0.7200,0.6786
direct,C16,"This operational handbook covers the request, review, and approval steps for backup and restore, backup, restore, and retention. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q31,0.6211,0.6919,0.7595
direct,C16,"This shared reference outlines the standard procedures for backup and restore, backup, restore, and retention.",Q31,0.7546,0.6400,0.8826
direct,C16,"This internal knowledge-base article brings together guidance on backup and restore, backup, restore, and retention. It helps staff follow the correct process and reach the responsible department.",Q31,0.6033,0.7857,0.7604
muted,C17,This internal reference document summarizes the procedures for endpoint management and patch.,Q33,0.7544,0.9000,0.9344
muted,C17,"This operational handbook covers the request, review, and approval steps for endpoint management and patch. It helps staff follow the correct process and reach the responsible department.",Q33,0.7266,0.8444,0.8955
muted,C17,"This shared reference outlines the standard procedures for endpoint management and patch. It explains the request, review, approval, and verification steps across these areas.",Q33,0.7820,0.7875,0.9395
muted,C17,"This internal reference document summarizes the procedures for endpoint management, patching, EDR, compliance baseline, encryption, and remediation.",Q33,0.6382,0.7333,0.7849
muted,C17,"This operational handbook covers the request, review, and approval steps for endpoint management, patching, EDR, compliance baseline, encryption, and remediation. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q33,0.5992,0.7227,0.7437
muted,C17,"This shared reference outlines the standard procedures for endpoint management, patching, EDR, compliance baseline, encryption, and remediation. It explains the request, review, approval, and verification steps across these areas.",Q33,0.6499,0.7293,0.7958
muted,C17,"This internal knowledge-base article brings together guidance on endpoint management, patching, EDR, compliance baseline, encryption, and remediation. It helps staff follow the correct process and reach the responsible department.",Q33,0.5818,0.7300,0.7278
muted,C17,"This operational handbook covers the request, review, and approval steps for endpoint management and patch, endpoint management, patching, and EDR. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q33,0.6680,0.6955,0.8071
muted,C17,"This shared reference outlines the standard procedures for endpoint management and patch, endpoint management, patching, and EDR.",Q33,0.7360,0.6804,0.8721
muted,C17,"This internal knowledge-base article brings together guidance on endpoint management and patch, endpoint management, patching, and EDR. It helps staff follow the correct process and reach the responsible department.",Q33,0.6377,0.8000,0.7977
direct,C17,This internal reference document summarizes the procedures for endpoint management and patch.,Q33,0.7197,0.9000,0.8997
direct,C17,"This operational handbook covers the request, review, and approval steps for endpoint management and patch. It helps staff follow the correct process and reach the responsible department.",Q33,0.6828,0.8444,0.8517
direct,C17,"This shared reference outlines the standard procedures for endpoint management and patch. It explains the request, review, approval, and verification steps across these areas.",Q33,0.7664,0.7875,0.9239
direct,C17,"This internal reference document summarizes the procedures for endpoint management, patching, EDR, compliance baseline, encryption, and remediation.",Q33,0.6710,0.7333,0.8177
direct,C17,"This operational handbook covers the request, review, and approval steps for endpoint management, patching, EDR, compliance baseline, encryption, and remediation. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q33,0.5554,0.7227,0.7000
direct,C17,"This shared reference outlines the standard procedures for endpoint management, patching, EDR, compliance baseline, encryption, and remediation. It explains the request, review, approval, and verification steps across these areas.",Q33,0.6130,0.7293,0.7589
direct,C17,"This internal knowledge-base article brings together guidance on endpoint management, patching, EDR, compliance baseline, encryption, and remediation. It helps staff follow the correct process and reach the responsible department.",Q33,0.5226,0.7300,0.6686
direct,C17,"This operational handbook covers the request, review, and approval steps for endpoint management and patch, endpoint management, patching, and EDR. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q33,0.6316,0.6955,0.7707
direct,C17,"This shared reference outlines the standard procedures for endpoint management and patch, endpoint management, patching, and EDR.",Q33,0.7061,0.6804,0.8422
direct,C17,"This internal knowledge-base article brings together guidance on endpoint management and patch, endpoint management, patching, and EDR. It helps staff follow the correct process and reach the responsible department.",Q33,0.5752,0.8000,0.7352
muted,C18,This internal reference document summarizes the procedures for cloud resource provisioning.,Q34,0.7436,0.8833,0.9203
muted,C18,"This operational handbook covers the request, review, and approval steps for cloud resource provisioning. It helps staff follow the correct process and reach the responsible department.",Q34,0.7160,0.8500,0.8860
muted,C18,"This shared reference outlines the standard procedures for cloud resource provisioning. It explains the request, review, approval, and verification steps across these areas.",Q34,0.7422,0.7913,0.9004
muted,C18,"This internal reference document summarizes the procedures for cloud provisioning, IaC, tagging, least privilege, cost control, and guardrails.",Q34,0.6451,0.7500,0.7951
muted,C18,"This operational handbook covers the request, review, and approval steps for cloud provisioning, IaC, tagging, least privilege, cost control, and guardrails. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q34,0.6198,0.7235,0.7645
muted,C18,"This shared reference outlines the standard procedures for cloud provisioning, IaC, tagging, least privilege, cost control, and guardrails. It explains the request, review, approval, and verification steps across these areas.",Q34,0.6485,0.7300,0.7945
muted,C18,"This internal knowledge-base article brings together guidance on cloud provisioning, IaC, tagging, least privilege, cost control, and guardrails. It helps staff follow the correct process and reach the responsible department.",Q34,0.6205,0.7387,0.7682
muted,C18,"This operational handbook covers the request, review, and approval steps for cloud resource provisioning, cloud provisioning, IaC, and tagging. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q34,0.6752,0.7031,0.8158
muted,C18,"This shared reference outlines the standard procedures for cloud resource provisioning, cloud provisioning, IaC, and tagging.",Q34,0.7182,0.6792,0.8540
muted,C18,"This internal knowledge-base article brings together guidance on cloud resource provisioning, cloud provisioning, IaC, and tagging. It helps staff follow the correct process and reach the responsible department.",Q34,0.6830,0.8034,0.8437
direct,C18,This internal reference document summarizes the procedures for cloud resource provisioning.,Q34,0.7710,0.8833,0.9477
direct,C18,"This operational handbook covers the request, review, and approval steps for cloud resource provisioning. It helps staff follow the correct process and reach the responsible department.",Q34,0.7229,0.8500,0.8929
direct,C18,"This shared reference outlines the standard procedures for cloud resource provisioning. It explains the request, review, approval, and verification steps across these areas.",Q34,0.7758,0.7913,0.9341
direct,C18,"This internal reference document summarizes the procedures for cloud provisioning, IaC, tagging, least privilege, cost control, and guardrails.",Q34,0.6645,0.7500,0.8145
direct,C18,"This operational handbook covers the request, review, and approval steps for cloud provisioning, IaC, tagging, least privilege, cost control, and guardrails. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q34,0.5875,0.7235,0.7322
direct,C18,"This shared reference outlines the standard procedures for cloud provisioning, IaC, tagging, least privilege, cost control, and guardrails. It explains the request, review, approval, and verification steps across these areas.",Q34,0.6208,0.7300,0.7668
direct,C18,"This internal knowledge-base article brings together guidance on cloud provisioning, IaC, tagging, least privilege, cost control, and guardrails. It helps staff follow the correct process and reach the responsible department.",Q34,0.5920,0.7387,0.7397
direct,C18,"This operational handbook covers the request, review, and approval steps for cloud resource provisioning, cloud provisioning, IaC, and tagging. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q34,0.6558,0.7031,0.7964
direct,C18,"This shared reference outlines the standard procedures for cloud resource provisioning, cloud provisioning, IaC, and tagging.",Q34,0.7487,0.6792,0.8846
direct,C18,"This internal knowledge-base article brings together guidance on cloud resource provisioning, cloud provisioning, IaC, and tagging. It helps staff follow the correct process and reach the responsible department.",Q34,0.6652,0.8034,0.8258
muted,C19,This internal reference document summarizes the procedures for ransomware response.,Q39,0.7361,0.8667,0.9095
muted,C19,"This operational handbook covers the request, review, and approval steps for ransomware response. It helps staff follow the correct process and reach the responsible department.",Q39,0.7432,0.8440,0.9120
muted,C19,"This shared reference outlines the standard procedures for ransomware response. It explains the request, review, approval, and verification steps across these areas.",Q39,0.7136,0.7818,0.8699
muted,C19,"This internal reference document summarizes the procedures for ransomware, isolation, backup recovery, negotiation policy, eradication, and lessons learned.",Q39,0.6888,0.7500,0.8388
muted,C19,"This operational handbook covers the request, review, and approval steps for ransomware, isolation, backup recovery, negotiation policy, eradication, and lessons learned. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q39,0.6753,0.7235,0.8200
muted,C19,"This shared reference outlines the standard procedures for ransomware, isolation, backup recovery, negotiation policy, eradication, and lessons learned. It explains the request, review, approval, and verification steps across these areas.",Q39,0.6683,0.7300,0.8143
muted,C19,"This internal knowledge-base article brings together guidance on ransomware, isolation, backup recovery, negotiation policy, eradication, and lessons learned. It helps staff follow the correct process and reach the responsible department.",Q39,0.6462,0.7387,0.7939
muted,C19,"This operational handbook covers the request, review, and approval steps for ransomware response, ransomware, isolation, and backup recovery. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q39,0.6783,0.7113,0.8205
muted,C19,"This shared reference outlines the standard procedures for ransomware response, ransomware, isolation, and backup recovery.",Q39,0.6740,0.6800,0.8100
muted,C19,"This internal knowledge-base article brings together guidance on ransomware response, ransomware, isolation, and backup recovery. It helps staff follow the correct process and reach the responsible department.",Q39,0.6610,0.8071,0.8224
direct,C19,This internal reference document summarizes the procedures for ransomware response.,Q39,0.7307,0.8667,0.9040
direct,C19,"This operational handbook covers the request, review, and approval steps for ransomware response. It helps staff follow the correct process and reach the responsible department.",Q39,0.6995,0.8440,0.8683
direct,C19,"This shared reference outlines the standard procedures for ransomware response. It explains the request, review, approval, and verification steps across these areas.",Q39,0.7148,0.7818,0.8711
direct,C19,"This internal reference document summarizes the procedures for ransomware, isolation, backup recovery, negotiation policy, eradication, and lessons learned.",Q39,0.6837,0.7500,0.8337
direct,C19,"This operational handbook covers the request, review, and approval steps for ransomware, isolation, backup recovery, negotiation policy, eradication, and lessons learned. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q39,0.6349,0.7235,0.7796
direct,C19,"This shared reference outlines the standard procedures for ransomware, isolation, backup recovery, negotiation policy, eradication, and lessons learned. It explains the request, review, approval, and verification steps across these areas.",Q39,0.6551,0.7300,0.8011
direct,C19,"This internal knowledge-base article brings together guidance on ransomware, isolation, backup recovery, negotiation policy, eradication, and lessons learned. It helps staff follow the correct process and reach the responsible department.",Q39,0.5581,0.7387,0.7059
direct,C19,"This operational handbook covers the request, review, and approval steps for ransomware response, ransomware, isolation, and backup recovery. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q39,0.6704,0.7113,0.8127
direct,C19,"This shared reference outlines the standard procedures for ransomware response, ransomware, isolation, and backup recovery.",Q39,0.6889,0.6800,0.8249
direct,C19,"This internal knowledge-base article brings together guidance on ransomware response, ransomware, isolation, and backup recovery. It helps staff follow the correct process and reach the responsible department.",Q39,0.6224,0.8071,0.7838
muted,C20,This internal reference document summarizes the procedures for business continuity and disaster recovery.,Q43,0.7278,0.9167,0.9111
muted,C20,"This operational handbook covers the request, review, and approval steps for business continuity and disaster recovery. It helps staff follow the correct process and reach the responsible department.",Q43,0.6845,0.8500,0.8545
muted,C20,"This shared reference outlines the standard procedures for business continuity and disaster recovery. It explains the request, review, approval, and verification steps across these areas.",Q43,0.7267,0.7960,0.8859
muted,C20,"This internal reference document summarizes the procedures for business continuity, disaster recovery, RTO, RPO, failover, BIA, and drills.",Q43,0.6722,0.7500,0.8222
muted,C20,"This operational handbook covers the request, review, and approval steps for business continuity, disaster recovery, RTO, RPO, failover, BIA, and drills. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q43,0.6342,0.7235,0.7789
muted,C20,"This shared reference outlines the standard procedures for business continuity, disaster recovery, RTO, RPO, failover, BIA, and drills. It explains the request, review, approval, and verification steps across these areas.",Q43,0.6730,0.7300,0.8190
